,period,company,tickers,indicator,unit,amount
2377,2014 Q4,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"26,624,000"
2386,2015 Q1,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"22,733,000"
2394,2015 Q2,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"25,307,000"
2402,2015 Q3,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"24,917,000"
2410,2015 Q4,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"25,475,000"
2419,2016 Q1,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"25,186,000"
2427,2016 Q2,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"26,854,000"
2435,2016 Q3,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"27,937,000"
2443,2016 Q4,Actua Corp,"ACTA, ICGE",Final Revenue,US Dollar,"29,324,000"
2451,2014 Q1,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"268,562,000"
2460,2014 Q2,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"186,683,000"
2468,2014 Q3,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"204,248,000"
2476,2014 Q4,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"208,246,000"
2484,2015 Q1,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"205,734,000"
2493,2015 Q2,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"196,895,000"
2501,2015 Q3,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"207,345,000"
2509,2015 Q4,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"221,193,000"
2517,2016 Q1,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"224,655,000"
2526,2016 Q2,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"214,801,000"
2534,2016 Q3,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"217,267,000"
2542,2016 Q4,ACXIOM CORP,ACXM,Final Revenue,US Dollar,"223,312,000"
2550,2014 Q1,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"176,000"
2558,2014 Q2,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"25,154,000"
2566,2014 Q3,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"215,000"
2574,2014 Q4,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"30,301,000"
2582,2015 Q1,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"226,000"
2590,2015 Q2,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"398,000"
2598,2015 Q3,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"768,000"
2606,2015 Q4,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"524,000"
2614,2016 Q1,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"175,000"
2622,2016 Q2,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"222,000"
2630,2016 Q3,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"138,000"
2638,2016 Q4,Adamas Pharmaceuticals Inc,ADMS,Final Revenue,US Dollar,"37,000"
2657,2014 Q3,Adamis Pharmaceuticals Corp,ADMP,Final Revenue,US Dollar,0
2693,2016 Q2,Adamis Pharmaceuticals Corp,ADMP,Final Revenue,US Dollar,"1,928,103"
2701,2016 Q3,Adamis Pharmaceuticals Corp,ADMP,Final Revenue,US Dollar,"2,075,919"
2717,2015 Q1,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"2,728,000"
2722,2015 Q2,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"2,783,000"
2728,2015 Q3,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"4,948,000"
2738,2016 Q1,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"2,918,000"
2745,2016 Q2,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"328,000"
2752,2016 Q3,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"2,416,000"
2759,2016 Q4,Adaptimmune Therapeutics PLC,ADAP,Final Revenue,US Dollar,"8,536,000"
2767,2014 Q1,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"71,683,000"
2776,2014 Q2,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"76,965,000"
2785,2014 Q3,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"81,658,000"
2794,2014 Q4,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"82,636,000"
2804,2015 Q1,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"81,915,000"
2813,2015 Q2,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"85,809,000"
2822,2015 Q3,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"84,331,000"
2831,2015 Q4,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"84,760,000"
2841,2016 Q1,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"92,602,000"
2850,2016 Q2,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"100,927,000"
2859,2016 Q3,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"103,502,000"
2868,2016 Q4,Addus HomeCare Corp,ADUS,Final Revenue,US Dollar,"103,657,000"
2877,2014 Q1,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"8,313,815"
2885,2014 Q2,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"9,323,158"
2893,2014 Q3,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"12,131,986"
2902,2014 Q4,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"10,837,158"
2911,2015 Q1,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"11,366,539"
2919,2015 Q2,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"11,902,391"
2927,2015 Q3,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"9,627,532"
2936,2015 Q4,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"8,249,668"
2945,2016 Q1,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"10,587,187"
2954,2016 Q2,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"10,060,242"
2962,2016 Q3,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"9,766,167"
2971,2016 Q4,ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,Final Revenue,US Dollar,"12,095,826"
2978,2014 Q1,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,730,000"
2982,2014 Q2,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,332,000"
2987,2014 Q3,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,034,000"
2994,2014 Q4,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,369,000"
3002,2015 Q1,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"9,690,000"
3008,2015 Q2,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,600,000"
3015,2015 Q3,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"11,143,000"
3024,2015 Q4,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"11,826,000"
3034,2016 Q1,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,176,000"
3043,2016 Q2,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"10,282,000"
3052,2016 Q3,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"11,180,000"
3061,2016 Q4,ADESTO TECHNOLOGIES Corp,IOTS,Final Revenue,US Dollar,"12,330,000"
3071,2014 Q1,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,560,559"
3080,2014 Q2,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,500,319"
3089,2014 Q3,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,365,930"
3098,2014 Q4,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,488,737"
3108,2015 Q1,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,503,106"
3117,2015 Q2,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,309,933"
3126,2015 Q3,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"1,852,413"
3135,2015 Q4,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"2,512,181"
3145,2016 Q1,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"2,123,886"
3154,2016 Q2,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"2,271,744"
3163,2016 Q3,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"2,937,863"
3172,2016 Q4,"ADMA BIOLOGICS, INC.",ADMA,Final Revenue,US Dollar,"3,327,544"
3182,2014 Q1,ADTRAN INC,ADTN,Final Revenue,US Dollar,"147,004,000"
3191,2014 Q2,ADTRAN INC,ADTN,Final Revenue,US Dollar,"176,129,000"
3200,2014 Q3,ADTRAN INC,ADTN,Final Revenue,US Dollar,"162,892,000"
3209,2014 Q4,ADTRAN INC,ADTN,Final Revenue,US Dollar,"143,982,000"
3218,2015 Q1,ADTRAN INC,ADTN,Final Revenue,US Dollar,"142,835,000"
3227,2015 Q2,ADTRAN INC,ADTN,Final Revenue,US Dollar,"160,138,000"
3236,2015 Q3,ADTRAN INC,ADTN,Final Revenue,US Dollar,"158,078,000"
3245,2015 Q4,ADTRAN INC,ADTN,Final Revenue,US Dollar,"139,013,000"
3254,2016 Q1,ADTRAN INC,ADTN,Final Revenue,US Dollar,"142,204,000"
3263,2016 Q2,ADTRAN INC,ADTN,Final Revenue,US Dollar,"162,701,000"
3272,2016 Q3,ADTRAN INC,ADTN,Final Revenue,US Dollar,"168,890,000"
3281,2016 Q4,ADTRAN INC,ADTN,Final Revenue,US Dollar,"162,986,000"
3290,2014 Q1,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"25,000"
3294,2014 Q2,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"985,000"
3298,2014 Q3,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"2,486,000"
3303,2014 Q4,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"9,893,000"
3311,2015 Q1,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"9,574,000"
3318,2015 Q2,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"9,883,000"
3325,2015 Q3,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"19,146,000"
3332,2015 Q4,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"34,376,000"
3340,2016 Q1,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"4,030,000"
3347,2016 Q2,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"38,979,000"
3354,2016 Q3,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"3,794,000"
3361,2016 Q4,"ADURO BIOTECH, INC.",ADRO,Final Revenue,US Dollar,"3,878,000"
3368,2014 Q1,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"983,000"
3373,2014 Q2,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"3,174,000"
3378,2014 Q3,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"9,072,000"
3384,2014 Q4,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"3,693,000"
3393,2015 Q1,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"21,757,000"
3401,2015 Q2,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"14,895,000"
3409,2015 Q3,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"12,885,000"
3417,2015 Q4,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"13,202,000"
3426,2016 Q1,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"22,357,000"
3434,2016 Q2,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"8,951,000"
3443,2016 Q3,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"15,710,000"
3451,2016 Q4,"Advanced Emissions Solutions, Inc.",ADES,Final Revenue,US Dollar,"3,604,000"
3460,2014 Q1,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"140,948,000"
3469,2014 Q2,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"82,226,000"
3478,2014 Q3,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"91,584,000"
3487,2014 Q4,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"110,163,000"
3497,2015 Q1,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"109,510,000"
3506,2015 Q2,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"108,654,000"
3515,2015 Q3,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"109,756,000"
3524,2015 Q4,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"86,891,000"
3534,2016 Q1,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"103,044,000"
3543,2016 Q2,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"118,765,000"
3552,2016 Q3,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"126,552,000"
3561,2016 Q4,ADVANCED ENERGY INDUSTRIES INC,AEIS,Final Revenue,US Dollar,"135,343,000"
3571,2014 Q1,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,397,000,000"
3580,2014 Q2,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,441,000,000"
3589,2014 Q3,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,429,000,000"
3598,2014 Q4,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,239,000,000"
3608,2015 Q1,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,030,000,000"
3617,2015 Q2,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"942,000,000"
3626,2015 Q3,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,061,000,000"
3635,2015 Q4,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"958,000,000"
3645,2016 Q1,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"832,000,000"
3654,2016 Q2,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,027,000,000"
3663,2016 Q3,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,307,000,000"
3672,2016 Q4,ADVANCED MICRO DEVICES INC,AMD,Final Revenue,US Dollar,"1,106,000,000"
3680,2014 Q1,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,"1,000,000"
3687,2014 Q2,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3695,2014 Q3,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3703,2014 Q4,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3711,2015 Q1,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3719,2015 Q2,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3727,2015 Q3,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3735,2015 Q4,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,"250,000"
3743,2016 Q1,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3751,2016 Q2,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,0
3759,2016 Q3,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,"3,744,856"
3767,2016 Q4,"Advaxis, Inc.","ADXS, ADXSW",Final Revenue,US Dollar,"3,790,842"
3775,2014 Q1,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"30,000"
3780,2014 Q2,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"135,000"
3787,2014 Q3,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"204,000"
3794,2014 Q4,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"203,000"
3802,2015 Q1,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"203,000"
3809,2015 Q2,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"203,000"
3816,2015 Q3,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"953,000"
3823,2015 Q4,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"960,000"
3831,2016 Q1,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"265,000"
3838,2016 Q2,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"307,000"
3845,2016 Q3,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"395,000"
3852,2016 Q4,"Adverum Biotechnologies, Inc.","AAVL, ADVM",Final Revenue,US Dollar,"488,000"
3860,2014 Q1,Aegion Corp,AEGN,Final Revenue,US Dollar,"306,234,000"
3869,2014 Q2,Aegion Corp,AEGN,Final Revenue,US Dollar,"322,868,000"
3878,2014 Q3,Aegion Corp,AEGN,Final Revenue,US Dollar,"350,138,000"
3887,2014 Q4,Aegion Corp,AEGN,Final Revenue,US Dollar,"352,181,000"
3897,2015 Q1,Aegion Corp,AEGN,Final Revenue,US Dollar,"309,166,000"
3906,2015 Q2,Aegion Corp,AEGN,Final Revenue,US Dollar,"337,096,000"
3915,2015 Q3,Aegion Corp,AEGN,Final Revenue,US Dollar,"356,595,000"
3924,2015 Q4,Aegion Corp,AEGN,Final Revenue,US Dollar,"330,713,000"
3934,2016 Q1,Aegion Corp,AEGN,Final Revenue,US Dollar,"293,908,000"
3943,2016 Q2,Aegion Corp,AEGN,Final Revenue,US Dollar,"297,686,000"
3952,2016 Q3,Aegion Corp,AEGN,Final Revenue,US Dollar,"308,524,000"
3961,2016 Q4,Aegion Corp,AEGN,Final Revenue,US Dollar,"321,802,000"
4013,2014 Q1,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"5,612,000"
4022,2014 Q2,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"5,370,000"
4032,2014 Q3,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"3,558,000"
4041,2014 Q4,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"2,615,000"
4050,2015 Q1,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"2,027,000"
4059,2015 Q2,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"1,818,000"
4069,2015 Q3,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"6,633,000"
4078,2015 Q4,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"4,620,000"
4087,2016 Q1,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"1,677,000"
4096,2016 Q2,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"1,571,000"
4106,2016 Q3,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"5,318,000"
4115,2016 Q4,AEHR TEST SYSTEMS,AEHR,Final Revenue,US Dollar,"4,216,000"
4199,2014 Q1,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"73,498,000"
4207,2014 Q2,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"51,866,000"
4215,2014 Q3,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"52,664,000"
4223,2014 Q4,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"68,397,000"
4231,2015 Q1,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"86,471,000"
4239,2015 Q2,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"47,050,000"
4247,2015 Q3,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"64,731,000"
4255,2015 Q4,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"67,560,000"
4263,2016 Q1,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"84,757,000"
4271,2016 Q2,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"36,218,000"
4279,2016 Q3,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"50,116,000"
4287,2016 Q4,AeroVironment Inc,AVAV,Final Revenue,US Dollar,"53,163,000"
4294,2014 Q1,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"706,973"
4300,2014 Q2,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"51,296"
4306,2014 Q3,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"479,075"
4312,2014 Q4,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"33,434"
4318,2015 Q1,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"198,612"
4324,2015 Q2,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"192,508"
4330,2015 Q3,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"188,366"
4336,2015 Q4,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"301,033"
4342,2016 Q1,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"204,665"
4348,2016 Q2,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"4,635"
4354,2016 Q3,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,"387,438"
4360,2016 Q4,AETHLON MEDICAL INC,AEMD,Final Revenue,US Dollar,0
4443,2014 Q1,AGENUS INC,AGEN,Final Revenue,US Dollar,"721,000"
4450,2014 Q2,AGENUS INC,AGEN,Final Revenue,US Dollar,"3,074,000"
4457,2014 Q3,AGENUS INC,AGEN,Final Revenue,US Dollar,"1,563,000"
4464,2014 Q4,AGENUS INC,AGEN,Final Revenue,US Dollar,"1,619,000"
4472,2015 Q1,AGENUS INC,AGEN,Final Revenue,US Dollar,"3,953,000"
4479,2015 Q2,AGENUS INC,AGEN,Final Revenue,US Dollar,"6,377,000"
4486,2015 Q3,AGENUS INC,AGEN,Final Revenue,US Dollar,"6,848,000"
4493,2015 Q4,AGENUS INC,AGEN,Final Revenue,US Dollar,"7,639,000"
4501,2016 Q1,AGENUS INC,AGEN,Final Revenue,US Dollar,"5,958,876"
4508,2016 Q2,AGENUS INC,AGEN,Final Revenue,US Dollar,"6,592,000"
4515,2016 Q3,AGENUS INC,AGEN,Final Revenue,US Dollar,"4,446,000"
4522,2016 Q4,AGENUS INC,AGEN,Final Revenue,US Dollar,"5,576,000"
4528,2014 Q1,AGILE THERAPEUTICS INC,AGRX,Final Revenue,US Dollar,0
4534,2014 Q2,AGILE THERAPEUTICS INC,AGRX,Final Revenue,US Dollar,0
4541,2014 Q3,AGILE THERAPEUTICS INC,AGRX,Final Revenue,US Dollar,0
4548,2014 Q4,AGILE THERAPEUTICS INC,AGRX,Final Revenue,US Dollar,0
4577,2016 Q1,AGILE THERAPEUTICS INC,AGRX,Final Revenue,US Dollar,0
4598,2014 Q1,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"27,750,000"
4608,2014 Q2,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"23,746,000"
4617,2014 Q3,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"26,318,000"
4626,2014 Q4,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"24,742,000"
4635,2015 Q1,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"28,708,000"
4645,2015 Q2,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"27,491,000"
4654,2015 Q3,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"29,644,000"
4663,2015 Q4,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"31,307,000"
4672,2016 Q1,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"31,924,000"
4682,2016 Q2,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"30,953,000"
4691,2016 Q3,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"32,676,000"
4700,2016 Q4,AGILYSYS INC,AGYS,Final Revenue,US Dollar,"33,448,000"
4710,2014 Q1,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"8,411,000"
4717,2014 Q2,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"8,411,000"
4724,2014 Q3,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"33,900,000"
4731,2014 Q4,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"14,636,000"
4739,2015 Q1,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"34,202,000"
4746,2015 Q2,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"13,219,000"
4753,2015 Q3,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"5,480,000"
4760,2015 Q4,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"6,218,000"
4768,2016 Q1,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"31,281,000"
4775,2016 Q2,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"6,978,000"
4782,2016 Q3,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"8,985,000"
4789,2016 Q4,AGIOS PHARMACEUTICALS INC,AGIO,Final Revenue,US Dollar,"22,648,000"
4857,2014 Q1,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,0
4862,2014 Q2,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,0
4869,2014 Q3,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,0
4876,2014 Q4,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,0
4901,2016 Q1,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,"28,411,000"
4910,2016 Q2,"AgroFresh Solutions, Inc.","AGFS, AGFSW",Final Revenue,US Dollar,"18,385,000"
4984,2015 Q1,AIRGAIN INC,AIRG,Final Revenue,US Dollar,"5,732,733"
4989,2015 Q2,AIRGAIN INC,AIRG,Final Revenue,US Dollar,"6,058,125"
4995,2015 Q3,AIRGAIN INC,AIRG,Final Revenue,US Dollar,"6,668,732"
5002,2015 Q4,AIRGAIN INC,AIRG,Final Revenue,US Dollar,"9,333,483"
5010,2016 Q1,AIRGAIN INC,AIRG,Final Revenue,US Dollar,"8,512,305"
